review_id,product_id,date_id,sentiment_id,review_type_id,cluster_id,rating,review_length
2678924073,MLM42305910,20260206,1,2,2,5.0,105
2669994443,MLM42305910,20260206,1,2,3,5.0,87
2675958338,MLM42305910,20260206,1,1,2,5.0,23
2667646043,MLM42305910,20260206,1,1,2,5.0,9
2661540483,MLM42305910,20260206,1,2,2,5.0,69
2661921688,MLM42305910,20260107,1,2,1,5.0,90
2659848518,MLM42305910,20260107,1,1,2,5.0,10
2651872235,MLM42305910,20260107,1,3,0,5.0,495
2651615182,MLM42305910,20260107,1,2,0,5.0,87
2651240904,MLM42305910,20260107,1,3,0,5.0,484
2649698340,MLM42305910,20260107,1,3,0,5.0,252
2644397480,MLM42305910,20260107,1,2,0,5.0,177
2634760961,MLM42305910,20260107,1,2,0,5.0,160
2640118124,MLM42305910,20260107,1,1,2,5.0,21
2634274858,MLM42305910,20260107,1,2,2,5.0,61
2634154958,MLM42305910,20260107,1,1,2,5.0,10
2633919228,MLM42305910,20260107,2,1,2,5.0,0
2623953589,MLM42305910,20260107,1,1,2,5.0,32
2618810369,MLM42305910,20260107,1,1,0,5.0,31
2625818630,MLM42305910,20260107,1,1,0,5.0,45
2610477885,MLM42305910,20260107,1,1,1,5.0,20
2615545274,MLM42305910,20260107,1,1,2,5.0,15
2598350254,MLM42305910,20260107,1,3,0,5.0,307
2589427693,MLM42305910,20260107,1,2,2,5.0,101
2594815596,MLM42305910,20260107,1,1,2,5.0,12
2578721719,MLM42305910,20260107,1,2,2,5.0,97
2585317156,MLM42305910,20260107,1,2,1,5.0,54
2584702188,MLM42305910,20260107,2,1,2,5.0,0
2574066879,MLM42305910,20251208,1,2,0,5.0,140
2568459369,MLM42305910,20251208,1,1,1,5.0,39
2553516417,MLM42305910,20251208,1,3,0,5.0,322
2558489954,MLM42305910,20251208,1,2,0,5.0,116
2550804327,MLM42305910,20251208,1,2,2,5.0,103
2557656008,MLM42305910,20251208,1,2,1,5.0,82
2549675157,MLM42305910,20251208,1,2,0,5.0,54
2547811167,MLM42305910,20251208,1,1,1,5.0,18
2546744857,MLM42305910,20251208,1,2,0,4.0,87
2553633888,MLM42305910,20251208,1,2,2,5.0,61
2546208805,MLM42305910,20251208,1,1,2,5.0,37
2545964363,MLM42305910,20251208,1,1,0,5.0,48
2552982502,MLM42305910,20251208,1,3,0,5.0,318
2551502400,MLM42305910,20251208,1,1,2,5.0,29
2541140295,MLM42305910,20251208,1,1,2,5.0,21
2536323977,MLM42305910,20251208,1,2,2,5.0,103
2540850792,MLM42305910,20251208,1,2,2,5.0,137
2532814956,MLM42305910,20251208,1,1,3,5.0,18
2523148877,MLM42305910,20251208,1,2,1,5.0,97
2522954163,MLM42305910,20251208,1,2,0,5.0,83
2520148971,MLM42305910,20251208,1,2,2,5.0,105
2525320210,MLM42305910,20251208,1,1,2,5.0,8
2522348166,MLM42305910,20251208,1,3,2,5.0,221
2521461280,MLM42305910,20251208,1,1,3,5.0,19
2513889133,MLM42305910,20251208,1,2,2,5.0,75
2512681233,MLM42305910,20251208,1,1,2,5.0,44
2519347098,MLM42305910,20251208,1,2,2,5.0,67
2512194603,MLM42305910,20251208,1,2,2,5.0,73
2516172936,MLM42305910,20251208,1,1,1,5.0,40
2509143397,MLM42305910,20251208,1,2,2,5.0,175
2515472226,MLM42305910,20251208,1,3,0,5.0,323
2507716283,MLM42305910,20251208,1,2,2,5.0,96
2514220782,MLM42305910,20251208,1,3,0,5.0,969
2504189947,MLM42305910,20251208,1,2,2,5.0,56
2500377627,MLM42305910,20251208,1,2,2,5.0,147
2495954839,MLM42305910,20251208,1,3,2,5.0,296
2491886197,MLM42305910,20251208,1,2,2,4.0,162
2486095203,MLM42305910,20251208,1,1,2,5.0,12
2485414781,MLM42305910,20251208,1,1,3,5.0,18
2483055271,MLM42305910,20251208,1,2,2,5.0,68
2481100451,MLM42305910,20251208,1,1,2,5.0,5
2486970040,MLM42305910,20251208,1,1,2,5.0,7
2474783372,MLM42305910,20251108,1,2,3,5.0,52
2472769438,MLM42305910,20251108,1,2,2,5.0,53
2455141952,MLM42305910,20251108,1,2,2,5.0,145
2326908803,MLM42305910,20260805,1,1,2,5.0,39
2323080304,MLM42305910,20260805,1,1,2,5.0,32
2249064567,MLM42305910,20260805,1,3,2,5.0,463
2251786134,MLM42305910,20260805,1,1,2,5.0,16
2193793226,MLM42305910,20250805,1,1,2,5.0,15
2123728864,MLM42305910,20250805,2,1,2,5.0,0
2082995992,MLM42305910,20250805,1,1,2,5.0,16
706074472,MLM26578383,20260805,1,3,2,5.0,450
744635684,MLM26578383,20260805,1,3,2,5.0,208
792924743,MLM26578383,20260805,1,1,2,4.0,46
782472879,MLM26578383,20260805,1,2,0,5.0,102
